mean_pitch,std_pitch,pitch_range,mean_duration,std_duration,short_note_ratio,long_note_ratio,mean_ioi,std_ioi,accidental_ratio,out_of_key_ratio,chord_ratio,harp_unfriendly_chord_ratio,accidental_change_rate,rapid_repetition_ratio,arpeggio_mark_ratio,mean_abs_interval,step_ratio,leap_ratio,interval_entropy,composer
73.73484848484848,5.128736403662726,26,0.3105628058727569,0.19252065346280475,0.8548123980424144,0.01957585644371941,0.4489795918367347,0.4221531054978348,0.2696969696969697,0.1,0.06851549755301795,0.0,0.2608695652173913,0.0,0.0,2.4907975460122698,0.6739702015775635,0.17353198948290974,3.5260551655475116,mozart
64.3553572693152,10.378417576545246,52,0.5822567559133744,0.3427796738821901,0.16307807526680396,0.05223740872495787,0.3954119850187266,0.46814991549391377,0.15593796473337582,0.10162169818001558,0.7940460587904886,0.4258429615656685,0.010889292196007259,0.023657870791628753,0.0,5.361237488626023,0.462238398544131,0.37488626023657873,4.487573088041474,mozart
65.32408325074331,10.226766061677777,53,0.39654957648231187,0.2566689209263756,0.6509715994020927,0.03587443946188341,0.318623784592371,0.1847340947692189,0.11248761149653122,0.11248761149653122,0.4170403587443946,0.34587813620071683,0.0,0.01797175866495507,0.0,3.6675224646983313,0.5840821566110398,0.27214377406931967,4.031250491733689,mozart
76.0126582278481,4.890946611506767,24,0.7872670807453416,0.7593675756860304,0.34782608695652173,0.2453416149068323,0.9673405909797823,0.6719370948425657,0.07341772151898734,0.07341772151898734,0.2267080745341615,0.0,0.0,0.004024144869215292,0.0,3.398390342052314,0.4426559356136821,0.2716297786720322,3.799935328885386,mozart
70.63990066225166,7.215713444970867,26,0.3887505188875052,0.17419899792885735,0.8580323785803238,0.0136986301369863,0.3802992518703242,0.28875396444615176,0.12831125827814568,0.09685430463576158,0.4259028642590286,0.2046783625730994,0.0196078431372549,0.010869565217391304,0.0,4.895652173913043,0.4956521739130435,0.32608695652173914,4.3523116063016465,mozart
71.40801378716071,6.51451205189311,28,0.317767550983577,0.2002990385791756,0.871142393069843,0.015159718462371413,0.2982123510292524,0.28180465257715454,0.0999569151227919,0.0999569151227919,0.21115322144017326,0.2512820512820513,0.014492753623188406,0.004807692307692308,0.0,4.509615384615385,0.4059065934065934,0.34134615384615385,4.450896383301983,mozart
75.34270414993307,5.745409405234572,31,0.44680059523809523,0.2659652828214847,0.5,0.12797619047619047,0.6497764530551415,0.8335347196513888,0.36947791164658633,0.29451137884872824,0.09821428571428571,0.0,0.6638655462184874,0.0,0.0,3.28099173553719,0.6181818181818182,0.23801652892561984,3.8785054448476344,mozart
74.85203153426319,6.820931279074953,38,0.41478779840848806,0.2820035744072088,0.5782493368700266,0.07824933687002653,0.43729263437292637,0.34719225227654377,0.2704669496664645,0.09824135839902971,0.08952254641909814,0.0,0.28313253012048195,0.0,0.0,2.7346938775510203,0.684402332361516,0.14941690962099125,3.658160633609982,mozart
74.59541984732824,4.904085578176564,25,0.28035714285714286,0.1055083660480175,0.9142857142857143,0.0,0.45346062052505964,0.3253141756646915,0.07633587786259542,0.07633587786259542,0.21904761904761905,0.0,0.0,0.0,0.0,2.290519877675841,0.599388379204893,0.1743119266055046,3.359596388316745,mozart
72.1246660730187,3.9247765106756085,20,0.5300980392156863,0.27176677488389905,0.2529411764705882,0.10941176470588235,0.5806831566548881,0.4134063783377583,0.3383793410507569,0.12822796081923418,0.31882352941176473,0.0,0.032388663967611336,0.012110726643598616,0.0,3.160899653979239,0.5415224913494809,0.28719723183391005,3.914904395377225,mozart
67.83435582822086,6.814153264180526,32,0.4203703703703704,0.3062898024301533,0.6518518518518519,0.06666666666666667,0.5260223048327137,0.42998448373854387,0.07975460122699386,0.03680981595092025,0.2074074074074074,0.0,0.0,0.0,0.0,2.835680751173709,0.5023474178403756,0.15023474178403756,3.55034260091148,mozart
