mean_pitch,std_pitch,pitch_range,mean_duration,std_duration,short_note_ratio,long_note_ratio,mean_ioi,std_ioi,accidental_ratio,out_of_key_ratio,chord_ratio,harp_unfriendly_chord_ratio,accidental_change_rate,rapid_repetition_ratio,arpeggio_mark_ratio,mean_abs_interval,step_ratio,leap_ratio,interval_entropy
73.30689655172414,10.764675020623859,51,0.7785234899328859,0.9971422538956772,0.35906040268456374,0.21029082774049218,0.47704367301231804,0.38921547315444177,0.2896551724137931,0.20086206896551725,0.2348993288590604,0.0380952380952381,0.411214953271028,0.004392386530014641,0.0,6.428989751098096,0.47144948755490484,0.28989751098096633,4.156003526572445
